"point_4326";"point_900913"
"POINT(-43.1832135 -22.9101014)";"POINT(-4807133.33763722 -2621150.53692241)"
"POINT(-43.1831001 -22.9100614)";"POINT(-4807120.71400696 -2621145.70281339)"
"POINT(-43.1840743 -22.9104267)";"POINT(-4807229.16145489 -2621189.85036701)"
"POINT(-43.1832588 -22.9101157)";"POINT(-4807138.38041015 -2621152.26511673)"
"POINT(-43.1832135 -22.9101014)";"POINT(-4807133.33763722 -2621150.53692241)"
"POINT(-43.1831001 -22.9100614)";"POINT(-4807120.71400696 -2621145.70281339)"
"POINT(-43.1831001 -22.9100614)";"POINT(-4807120.71400696 -2621145.70281339)"
"POINT(-43.1830752 -22.9100606)";"POINT(-4807117.94215164 -2621145.60613122)"
"POINT(-43.1830548 -22.9100635)";"POINT(-4807115.67123403 -2621145.95660408)"
"POINT(-43.1829796 -22.9100959)";"POINT(-4807107.30000832 -2621149.87223234)"
"POINT(-43.1829514 -22.9101018)";"POINT(-4807104.16079868 -2621150.58526351)"
"POINT(-43.1829031 -22.910109)";"POINT(-4807098.78406728 -2621151.45540329)"
"POINT(-43.1826683 -22.9101227)";"POINT(-4807072.64625084 -2621153.11108605)"
"POINT(-43.1826683 -22.9101227)";"POINT(-4807072.64625084 -2621153.11108605)"
"POINT(-43.1825755 -22.910104)";"POINT(-4807062.31580209 -2621150.85113955)"
"POINT(-43.1824581 -22.9100592)";"POINT(-4807049.24689387 -2621145.43693743)"
"POINT(-43.1824581 -22.9100592)";"POINT(-4807049.24689387 -2621145.43693743)"
"POINT(-43.1821372 -22.9099151)";"POINT(-4807013.52446928 -2621128.02207178)"
"POINT(-43.1820494 -22.9098792)";"POINT(-4807003.75061798 -2621123.68346483)"
"POINT(-43.1816291 -22.9097443)";"POINT(-4806956.96303601 -2621107.38046458)"
"POINT(-43.1804324 -22.9093247)";"POINT(-4806823.74700137 -2621056.67086548)"
"POINT(-43.1800682 -22.909201)";"POINT(-4806783.20444282 -2621041.72147358)"
"POINT(-43.1800682 -22.909201)";"POINT(-4806783.20444282 -2621041.72147358)"
"POINT(-43.1793587 -22.9089647)";"POINT(-4806704.22326411 -2621013.16418487)"
"POINT(-43.1788447 -22.9088083)";"POINT(-4806647.00504584 -2620994.26298517)"
"POINT(-43.1788447 -22.9088083)";"POINT(-4806647.00504584 -2620994.26298517)"
"POINT(-43.1785408 -22.9087152)";"POINT(-4806613.17505259 -2620983.01170594)"
"POINT(-43.1784148 -22.9086713)";"POINT(-4806599.14879675 -2620977.7063256)"
"POINT(-43.1784148 -22.9086713)";"POINT(-4806599.14879675 -2620977.7063256)"
"POINT(-43.1778872 -22.9084868)";"POINT(-4806540.4166334 -2620955.40924481)"
"POINT(-43.1777798 -22.9084495)";"POINT(-4806528.46092009 -2620950.90149179)"
"POINT(-43.1777226 -22.9084296)";"POINT(-4806522.09344522 -2620948.49655167)"
"POINT(-43.1816291 -22.9097443)";"POINT(-4806956.96303601 -2621107.38046458)"
"POINT(-43.1807036 -22.9094151)";"POINT(-4806853.93684728 -2621067.59589454)"
"POINT(-43.1807036 -22.9094151)";"POINT(-4806853.93684728 -2621067.59589454)"
"POINT(-43.1804324 -22.9093247)";"POINT(-4806823.74700137 -2621056.67086548)"
"POINT(-43.1777226 -22.9084296)";"POINT(-4806522.09344522 -2620948.49655167)"
"POINT(-43.1775917 -22.9083798)";"POINT(-4806507.52172388 -2620942.47816037)"
"POINT(-43.1768308 -22.9080904)";"POINT(-4806422.81872333 -2620907.50385787)"
"POINT(-43.1767678 -22.9080728)";"POINT(-4806415.80559541 -2620905.37688127)"
"POINT(-43.1766071 -22.9080465)";"POINT(-4806397.91655324 -2620902.19850198)"
"POINT(-43.1777226 -22.9084296)";"POINT(-4806522.09344522 -2620948.49655167)"
"POINT(-43.1775917 -22.9083798)";"POINT(-4806507.52172388 -2620942.47816037)"
"POINT(-43.1768308 -22.9080904)";"POINT(-4806422.81872333 -2620907.50385787)"
"POINT(-43.1767678 -22.9080728)";"POINT(-4806415.80559541 -2620905.37688127)"
"POINT(-43.1766071 -22.9080465)";"POINT(-4806397.91655324 -2620902.19850198)"
"POINT(-43.1764851 -22.9080205)";"POINT(-4806384.33557536 -2620899.05637858)"
"POINT(-43.176352 -22.9079953)";"POINT(-4806369.51895114 -2620896.01093647)"
"POINT(-43.175836 -22.9078139)";"POINT(-4806312.07809389 -2620874.08860403)"
"POINT(-43.1756992 -22.9077668)";"POINT(-4806296.84958755 -2620868.39653684)"
"POINT(-43.1766071 -22.9080465)";"POINT(-4806397.91655324 -2620902.19850198)"
"POINT(-43.1764932 -22.9080233)";"POINT(-4806385.23726324 -2620899.39476107)"
"POINT(-43.1764932 -22.9080233)";"POINT(-4806385.23726324 -2620899.39476107)"
"POINT(-43.1764851 -22.9080205)";"POINT(-4806384.33557536 -2620899.05637858)"
"POINT(-43.1764851 -22.9080205)";"POINT(-4806384.33557536 -2620899.05637858)"
"POINT(-43.176352 -22.9079953)";"POINT(-4806369.51895114 -2620896.01093647)"
"POINT(-43.175836 -22.9078139)";"POINT(-4806312.07809389 -2620874.08860403)"
"POINT(-43.1756992 -22.9077668)";"POINT(-4806296.84958755 -2620868.39653684)"
"POINT(-43.1749361 -22.9075101)";"POINT(-4806211.90168412 -2620837.37420117)"
"POINT(-43.1745948 -22.9084557)";"POINT(-4806173.90834192 -2620951.65076968)"
"POINT(-43.1756992 -22.9077668)";"POINT(-4806296.84958755 -2620868.39653684)"
"POINT(-43.1753861 -22.9076702)";"POINT(-4806261.99545498 -2620856.72236701)"
"POINT(-43.1749361 -22.9075101)";"POINT(-4806211.90168412 -2620837.37420117)"
"POINT(-43.1740017 -22.9098679)";"POINT(-4806107.88475193 -2621122.31783113)"
"POINT(-43.1738398 -22.9103806)";"POINT(-4806089.86212637 -2621184.27904312)"
"POINT(-43.1737795 -22.9105036)";"POINT(-4806083.14956107 -2621199.14396792)"
"POINT(-43.1745948 -22.9084557)";"POINT(-4806173.90834192 -2620951.65076968)"
"POINT(-43.1745186 -22.9086407)";"POINT(-4806165.42579672 -2620974.00827108)"
"POINT(-43.1744836 -22.9087477)";"POINT(-4806161.52961454 -2620986.93938041)"
"POINT(-43.1740373 -22.9097773)";"POINT(-4806111.8477258 -2621111.36859509)"
"POINT(-43.1740017 -22.9098679)";"POINT(-4806107.88475193 -2621122.31783113)"
"POINT(-43.1744836 -22.9087477)";"POINT(-4806161.52961454 -2620986.93938041)"
"POINT(-43.1740373 -22.9097773)";"POINT(-4806111.8477258 -2621111.36859509)"
"POINT(-43.1737795 -22.9105036)";"POINT(-4806083.14956107 -2621199.14396792)"
"POINT(-43.1736936 -22.9104293)";"POINT(-4806073.58721681 -2621190.1645849)"
"POINT(-43.1740017 -22.9098679)";"POINT(-4806107.88475193 -2621122.31783113)"
"POINT(-43.1738398 -22.9103806)";"POINT(-4806089.86212637 -2621184.27904312)"
"POINT(-43.1737795 -22.9105036)";"POINT(-4806083.14956107 -2621199.14396792)"
"POINT(-43.1736936 -22.9104293)";"POINT(-4806073.58721681 -2621190.1645849)"
"POINT(-43.1731323 -22.9101254)";"POINT(-4806011.10358663 -2621153.43738851)"
"POINT(-43.1726633 -22.909828)";"POINT(-4805958.89474545 -2621117.49581568)"
"POINT(-43.1736936 -22.9104293)";"POINT(-4806073.58721681 -2621190.1645849)"
"POINT(-43.1731323 -22.9101254)";"POINT(-4806011.10358663 -2621153.43738851)"
"POINT(-43.1726633 -22.909828)";"POINT(-4805958.89474545 -2621117.49581568)"
"POINT(-43.1726633 -22.909828)";"POINT(-4805958.89474545 -2621117.49581568)"
"POINT(-43.1724603 -22.9096939)";"POINT(-4805936.29688882 -2621101.28950349)"
"POINT(-43.1724091 -22.9096628)";"POINT(-4805930.59733089 -2621097.53099489)"
"POINT(-43.1723945 -22.909653)";"POINT(-4805928.97206632 -2621096.34664188)"
"POINT(-43.1723945 -22.909653)";"POINT(-4805928.97206632 -2621096.34664188)"
"POINT(-43.1723404 -22.9095964)";"POINT(-4805922.94968187 -2621089.50640066)"
"POINT(-43.1723404 -22.9095964)";"POINT(-4805922.94968187 -2621089.50640066)"
"POINT(-43.1722781 -22.9095274)";"POINT(-4805916.0144776 -2621081.16759454)"
"POINT(-43.1720821 -22.9093161)";"POINT(-4805894.1958574 -2621055.63153788)"
"POINT(-43.1719538 -22.9092)";"POINT(-4805879.91356673 -2621041.60062164)"
"POINT(-43.1719371 -22.9091816)";"POINT(-4805878.05453124 -2621039.3769461)"
"POINT(-43.1719371 -22.9091816)";"POINT(-4805878.05453124 -2621039.3769461)"
"POINT(-43.1718579 -22.9090907)";"POINT(-4805869.23802757 -2621028.39150994)"
"POINT(-43.1718579 -22.9090907)";"POINT(-4805869.23802757 -2621028.39150994)"
"POINT(-43.1714583 -22.9090854)";"POINT(-4805824.75475904 -2621027.75099519)"
"POINT(-43.1714583 -22.9090854)";"POINT(-4805824.75475904 -2621027.75099519)"
"POINT(-43.1699626 -22.9086053)";"POINT(-4805658.25419666 -2620969.73013061)"
"POINT(-43.1722781 -22.9095274)";"POINT(-4805916.0144776 -2621081.16759454)"
"POINT(-43.1722179 -22.9094658)";"POINT(-4805909.31304425 -2621073.72309876)"
"POINT(-43.1722179 -22.9094658)";"POINT(-4805909.31304425 -2621073.72309876)"
"POINT(-43.1720821 -22.9093161)";"POINT(-4805894.1958574 -2621055.63153788)"
